id,created_at,updated_at,account_code,route_key_hash,estimated_tokens,status,usage_expected,usage_recorded_at
TOKEN-DZRHHZ7IKJQ5YTLDV3ECIEFDCA,1785407815,1785407824,ACC-UTFYZURQ5KTWCWOESJ66KGJ2ZQ,TOKEN-CQVY52OBZJMS65GHXYVULNQH7Y,4473,settled_streaming,1,1785407824
TOKEN-MWFRQUZOLFMMZLEBLZ4SMOFHAU,1785407824,1785407833,ACC-UTFYZURQ5KTWCWOESJ66KGJ2ZQ,TOKEN-UGGIKUON3S3YTATMRURKW5T55Y,6608,settled_streaming,1,1785407833
TOKEN-5NU7Q6XA5C74PI4PW32V76F3SM,1785407834,1785407847,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-NTYMDUYW6EIFR6Z2PS6CUN5VUQ,43439,settled_streaming,1,1785407847
TOKEN-CMXTODO7CZNJ3GQBEXSU3D7XCI,1785407834,1785407834,ACC-UTFYZURQ5KTWCWOESJ66KGJ2ZQ,TOKEN-6AALOI5YOR7A4T37F66UZY7UEI,4769,stream_mapped_session_risk_rotating,0,0
TOKEN-P7RHSLF7MWCP7ILFH7IGBCS3SQ,1785407846,1785407847,ACC-HH3MS4CH2YTRUI2AD4F5XY6VTU,TOKEN-ERP3DP2EFOGMZNMHSJMLJWJPTY,11755,settled_streaming,1,1785407847
TOKEN-F2G55WP52BPYQE67H4UWBVBHFY,1785407847,1785407853,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-AZI3OS5B2MUKN6FR44L6LOG5W4,4390,settled_streaming,1,1785407853
TOKEN-VBTUXIJICUBE4V42LVFZ3UJ3YU,1785407856,1785407861,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-6ZZ2XLTYUGQ6S434P6V6FNXWRQ,7748,settled_streaming,1,1785407861
TOKEN-J7TGAQCIUDIU6BPE7DKKY4IRAU,1785407861,1785407890,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-A4JW2KINC2FONU2KLYZTGFATYU,7296,settled_streaming,1,1785407890
TOKEN-P2NMM2GQOEARF4PUKACT46CM4Y,1785407871,1785407872,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,11755,settled_streaming,1,1785407872
TOKEN-GBZM65SKSZI6ZBG4D7RNTYI5IY,1785407880,1785407889,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-V3UW4UIWIZQYTWGX5UUKE5AVGM,4872,settled_streaming,1,1785407889
TOKEN-P4FEL4IQOSZTDXY4VIEHQIBGAE,1785407890,1785407916,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-UNZKRPTMDRZIOE2MW7KFKFBRGU,4432,settled_streaming,1,1785407916
TOKEN-SXZ4XKP3ZOGBOKUGOCBN25XSNY,1785407895,1785407896,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-MWPGERB2NEBSNL2KJQGWLJMRAM,13018,settled_streaming,1,1785407896
TOKEN-GZ2DYCMZF2IHD74V55J5QJ6A4U,1785407902,1785407918,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-4YVO7GMMDLPCAPLMAHMMR56J6U,2096472,settled_streaming,1,1785407918
TOKEN-O3QJ3TPE4FEGM6DJKTL5CG3RYU,1785407908,1785407909,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-CQB3TQU5X3Y3AKP4IYNPMOJAV4,11755,settled_streaming,1,1785407909
TOKEN-KZECHTDSVQPAMY3K5AUYKENN6A,1785407917,1785407925,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-X36WDR76B53J53E7A44P65JAKY,4938,settled_streaming,1,1785407925
TOKEN-EGJLPYABV5FPSTJ53WHERWMDWU,1785407925,1785407932,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-FKXMXUE2GNHXLTIC36ZQXUNI7Y,5305,settled_streaming,1,1785407932
TOKEN-2DOLOUCPZV6AB3TWCPDUJGDOAY,1785407934,1785407942,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-4YA7FJTONJK2O3P5HPCG6CATOI,5346,settled_streaming,1,1785407942
TOKEN-VFO3GOBLIHGFGQI4ZRQRUPO3SQ,1785407942,1785407958,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-ENMJ5XR4BKF6WNH2MDIOFQ56MA,5257,settled_streaming,1,1785407958
TOKEN-WMHI4D4BKJSCZKR7J3CCRWL73Q,1785407958,1785408039,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-UHFW2Q3BPLJX6FBA3OCRYIFCAA,4595,settled_streaming,1,1785408039
TOKEN-CYJ65HSHJCSOVIHB2HXZ4I6WXE,1785407968,1785407969,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-MWPGERB2NEBSNL2KJQGWLJMRAM,13018,settled_streaming,1,1785407969
TOKEN-D2JKQT75HIDHDIOATBUS366YZ4,1785407978,1785407979,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,11755,settled_streaming,1,1785407979
TOKEN-CZ47C2Z7N3O6O5DRIJPUWWRTEA,1785407981,1785407991,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-WZO4VV7NMA4TPFIRUGIU3QFVS4,8435,settled_streaming,1,1785407991
TOKEN-CSLUBWL3AB3J5BST7BUCBZB2RI,1785407991,1785407998,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-USO5FH4MICBI73WUJ3W7RICBI4,667,settled_streaming,1,1785407998
TOKEN-Q5HIWZCYT7NQGAFVMHKYR4NJSY,1785407999,1785408017,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-4A7DGUDBGS5WPTORRTVFEZWVQQ,3202,settled_streaming,1,1785408017
TOKEN-7TGXCCGJKINFPWHJJMULNSVATI,1785408018,1785408025,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-WMKZSSQ4AKGYAUNXFZRXL4DHCM,1732,settled_streaming,1,1785408025
TOKEN-ZIU5524V6YGA7LJQW2UJYM3ALQ,1785408025,1785408057,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-OUKNE3IF56RRIK6UNHV22OGDDI,493,settled_streaming,1,1785408057
TOKEN-NKIJH3JA6FZZHMW72E25MWF7LI,1785408035,1785408036,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-CFLKOPXGOBIVE43KFFN3V4B4NM,9642,settled_streaming,1,1785408036
TOKEN-Y6HU2MMWWKFQYUBTRLRY4YUBZQ,1785408040,1785408069,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-I3N45D6RFRK3I64SJCYD2PXGQY,4444,settled_streaming,1,1785408069
TOKEN-Q4RECOJFLXUUNE5EBZZPMZXYCE,1785408049,1785408050,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-GNN2XXX76SNMIPKRP6HBJWS3LI,8383,settled_streaming,1,1785408050
TOKEN-OE462GTRVUPTPMLKD222HQDI4E,1785408057,1785408070,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-G4LYNKYB3AOJ5CCIKEIKKXZ2PQ,426,settled_streaming,1,1785408070
TOKEN-WCJSYHOMYKM2HVIN3NJHZ76NNA,1785408057,1785408073,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-OXG7W3RLR5WDN353QLPJA742AI,83503,settled_streaming,1,1785408073
TOKEN-JXE5LB6CKA3R7MLWIAITPFAIOY,1785408071,1785408077,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-4QFC2XXTQJF43SMWN5RT7BQC6Q,359,settled_streaming,1,1785408077
TOKEN-YR6OR73UZIATK56NPOAHLI3GDA,1785408071,1785408073,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,11822,settled_streaming,1,1785408073
TOKEN-MN2XTBG7EDOPILLQHASFZKEA2Y,1785408076,1785408089,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,21476,settled_streaming,1,1785408089
TOKEN-ISMJGKGY4N3FYGXBMJUT7OY2Y4,1785408077,1785408085,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-A27TKRYHFOZIO6VQC7JZOMMJPQ,3288,settled_streaming,1,1785408085
TOKEN-PTA66M2EJAM6KCQPRBZSE62ZEE,1785408077,1785408083,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-UMGNM4RKWDSULJU2KHXSAM73T4,360,settled_streaming,1,1785408083
TOKEN-IT4MTAM5VEX3T4BBPUGMBUUP7I,1785408078,1785408080,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,11822,settled_streaming,1,1785408080
TOKEN-UKMFY2PBQ4KZBEXA6MMNVOOEV4,1785408082,1785408090,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,21473,settled_streaming,1,1785408090
TOKEN-DXIO55GDZA5ES6Y7VUI3WWAUWY,1785408084,1785408095,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-UBKHYRSXFTELVVMB7LBIK2LWNI,360,settled_streaming,1,1785408095
TOKEN-UINWFE5Y6IP6UUDZJYMQPJT33M,1785408085,1785408086,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,11822,settled_streaming,1,1785408086
TOKEN-SYFO5TRAWUOGYLU6JXHB53BCTM,1785408085,1785408091,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-YG6FJ4S7C5AFR5IO2AXMER23YI,1887,settled_streaming,1,1785408091
TOKEN-ZQ7XB5TPCI7NTIUG25Q5OKMMRY,1785408088,1785408095,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,21478,settled_streaming,1,1785408095
TOKEN-XS6NET5MXBVHKSWDVTATQC2UGM,1785408090,1785408096,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,22405,settled_streaming,1,1785408096
TOKEN-QYZYTYF34IZADG37JHMCBSEVLQ,1785408091,1785408104,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-5HQXMBLLCIFOS7ASWAAA67YYTA,6755,settled_streaming,1,1785408104
TOKEN-RJ4WGN2PZ2PXRW3A2VGWDQNJWQ,1785408091,1785408096,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,22815,settled_streaming,1,1785408096
TOKEN-S2OYAD6XRDGIQORQ3F5OBT7OJA,1785408099,1785408108,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,32987,settled_streaming,1,1785408108
TOKEN-YUBJLBFDLGDL5LIUB6LNBUP2YU,1785408099,1785408102,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,30436,settled_streaming,1,1785408102
TOKEN-57OY57KO4ISGRZPTDGCYZF6BFI,1785408100,1785408107,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,27362,settled_streaming,1,1785408107
TOKEN-5VHKC2NAVNG7O7G66JTSHOKSHA,1785408100,1785408103,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-UTGXO4WMHHRJURJATMD3NCCKUU,4417,settled_streaming,1,1785408103
TOKEN-WLUG6GAK6L6N5UKWLBLJUEWLHY,1785408104,1785408110,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,41029,settled_streaming,1,1785408110
TOKEN-4NPR5XPXKAOEDDINBK44OVPNXI,1785408105,1785408107,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-6P2W4PHSRGYTRWM4AJFCOSYYSI,366,settled_streaming,1,1785408107
TOKEN-S6JKW6FF2PIFBQY6L3T7RDEOKM,1785408106,1785408117,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-SQ7BNABG42D2WVD642JIKZZML4,2074,settled_streaming,1,1785408117
TOKEN-KH6BPJXL7CKYYM2F5THIHZXHYA,1785408107,1785408115,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-EQVMTJCLFWAVK2YBH56SFUCXNY,9030,settled_streaming,1,1785408115
TOKEN-CM43CI4NPJT4NPQZGIUAV3LDPI,1785408108,1785408113,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,34178,settled_streaming,1,1785408113
TOKEN-MWIZIUXIJU3MTS7EJORGAT66SU,1785408109,1785408114,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,35108,settled_streaming,1,1785408114
TOKEN-7HSKOF57FWMKEJU6DUVR6SGMPE,1785408114,1785408119,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,36358,settled_streaming,1,1785408119
TOKEN-FKSJM7T2C6YYCV4J3UYGJU2AXI,1785408115,1785408119,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,51660,settled_streaming,1,1785408119
TOKEN-ACDQPI7HSYFUXCYF5P33RAYC7U,1785408115,1785408120,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,41221,settled_streaming,1,1785408120
TOKEN-2SVGK42D7NA5LMSOTTEQOUS3TM,1785408117,1785408126,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-ENEGFTFCXAKRHGZAIXWVL2BWJA,1938,settled_streaming,1,1785408126
TOKEN-DTNWZGPW2KEA2XS7H42GC32IZU,1785408121,1785408134,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,53352,settled_streaming,1,1785408134
TOKEN-6JED6IKLTML6WJWQHRZJKMBO4M,1785408121,1785408129,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,41324,settled_streaming,1,1785408129
TOKEN-NTDWZN5PGHUFWSIAT7Z3YTDOUQ,1785408122,1785408130,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,46470,settled_streaming,1,1785408130
TOKEN-IO3HIBIZCRLYIKUFFPYNX77PDE,1785408125,1785408153,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-25BCJAJQH33WHIGJIUMHQTSSKI,2265,settled_streaming,1,1785408153
TOKEN-JDWGYQRV2LU2BHHKMYZP7OOXGE,1785408127,1785408148,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-AXATKU746FQZGWY45WCUTKK6BM,3605,settled_streaming,1,1785408148
TOKEN-25E7WJWI3KOP7LQVDNUZHSUEGQ,1785408130,1785408138,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,42402,settled_streaming,1,1785408138
TOKEN-7BTMJDYBJFLXU6XIHTJYZ2JLJI,1785408134,1785408136,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-WMUST2RBON3GHISGFXCFLWX73U,4417,settled_streaming,1,1785408136
TOKEN-CIE6N6FVYARSJ6LUI525KXBEGI,1785408135,1785408145,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,54616,settled_streaming,1,1785408145
TOKEN-OXCLF6UH4R75BYES55KM3BZDQY,1785408140,1785408146,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,53533,settled_streaming,1,1785408146
TOKEN-LLDDRFHCMSYU655S5PM5WLHT6Y,1785408142,1785408146,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,47164,settled_streaming,1,1785408146
TOKEN-GJXOSY6UZLKLCJEHE5XRF44C5A,1785408147,1785408158,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,60452,settled_streaming,1,1785408158
TOKEN-3B3TIP7HI4XJEPNJUK5BXIWIQM,1785408147,1785408154,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,58825,settled_streaming,1,1785408154
TOKEN-HN7CWPZSZGFC7WOORXAT35GOEI,1785408148,1785408157,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,49114,settled_streaming,1,1785408157
TOKEN-3CV4XDRSUEB2KUHQEYXUOJHT3M,1785408149,1785408158,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-2IMP2ACS7LKVBFKMRF4NELJIZI,2275,settled_streaming,1,1785408158
TOKEN-UBSEQRKQZEJ4JFC6YGEMYOGIZA,1785408153,1785408171,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-LLKO7X6CLSBWD3KA7WFRNE3LB4,11018,settled_streaming,1,1785408171
TOKEN-IJ5776NLJMVDS57PQNB6DLXL3U,1785408155,1785408167,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,66896,settled_streaming,1,1785408167
TOKEN-Q6BKR67C4PAUQWLKIZTALI2FWY,1785408158,1785408174,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,55736,settled_streaming,1,1785408174
TOKEN-ZGDYSN4BKOOYVLPPFCVJF5VZDQ,1785408159,1785408176,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,64692,settled_streaming,1,1785408176
TOKEN-DKDOH6GZLMZGYCJJCSN5FPMU7Q,1785408160,1785408170,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-YGCL3ANBFCJLOI2RLYHXLL3CYU,1976,settled_streaming,1,1785408170
TOKEN-UGWMQZT7GVGCVMYWUVFYSNHYUE,1785408166,1785408169,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-BRQXHKGOWHIQCEJLCCU7FQ6GRM,4417,settled_streaming,1,1785408169
TOKEN-WUTNRJF3MLXJYLHPRI75DAF7DY,1785408170,1785408175,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-NPWLNQ7TKTLOD3245OCUORFYSE,2585,settled_streaming,1,1785408175
TOKEN-PWRV6BAPHIAIZCXNEWGJE5XSC4,1785408170,1785408171,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70072,settled_streaming,1,1785408171
TOKEN-7DDWW52ZEF2L6R4QSXBPXKW4VY,1785408172,1785408173,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70072,settled_streaming,1,1785408173
TOKEN-GUPFYPMM4454AO2O734ZBQ5HT4,1785408174,1785408175,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70072,settled_streaming,1,1785408175
TOKEN-HY7P5AUV55Z3FZIMFBPXLV32CM,1785408175,1785408188,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-WUHMHSR76BCSN2QVKEYRYOZS24,8124,settled_streaming,1,1785408188
TOKEN-D52MPCNAQFIBJGKEHAVXT4CGTY,1785408176,1785408176,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,63454,settled_streaming,1,1785408176
TOKEN-32GHCDTSK77FMHDOLNUNLUBC5U,1785408177,1785408178,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70072,settled_streaming,1,1785408178
TOKEN-HV2QCUHBTDBQXU76X7EABFN4MI,1785408178,1785408178,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,66607,settled_streaming,1,1785408178
TOKEN-AXNVU5K5RR7PYOPPEF2V4FYM2I,1785408178,1785408178,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,63454,settled_streaming,1,1785408178
TOKEN-FD6FXNUGMPLM7OI3E2XNWVLT2I,1785408180,1785408180,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,66607,settled_streaming,1,1785408180
TOKEN-VMRBEESHYBXKDOLRPGCRPVKZFE,1785408180,1785408180,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,63454,settled_streaming,1,1785408180
TOKEN-4T22AISXNEVG73V3JI7I4DBXZA,1785408181,1785408181,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-6I35DK35RMANDKWCCQKZ376H5M,10513,stream_mapped_session_risk_rotating,0,0
TOKEN-T4VHKRSCD7VNVAG4FW3TROPK7Y,1785408182,1785408182,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,66607,settled_streaming,1,1785408182
TOKEN-37OV7BULTXNY426SHGIXD433CA,1785408182,1785408182,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70072,settled_streaming,1,1785408182
TOKEN-VKGBOEE5S5SJGHHLXGOOEHQXBI,1785408183,1785408195,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,69398,settled_streaming,1,1785408195
TOKEN-XNXZ45ZXKEXDIC3YIO4VSTRMIA,1785408188,1785408201,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-CIITNJXCYQU7JD7HCDKS5BSJ4Y,11855,settled_streaming,1,1785408201
TOKEN-NITLTI6LGLVAURWCECWW7CGC34,1785408195,1785408202,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-OW7FMSW44SJ5F53BKSTYADYPOA,1707,settled_streaming,1,1785408202
TOKEN-AGIDE34XCSKLMEXQ6SQGYIT2YE,1785408196,1785408207,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,70042,settled_streaming,1,1785408207
TOKEN-V6D77WAIM4QQBIOWHRCDHMY3TI,1785408196,1785408211,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,63425,settled_streaming,1,1785408211
TOKEN-6HUUBN4PDF7KAMQBM4AGS56M5E,1785408196,1785408201,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,66577,settled_streaming,1,1785408201
TOKEN-PMCOZVVV6NFJ5GNLR3ID6VZQ3I,1785408199,1785408203,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-GPQ34SI6RIV4EME2L4WRJX6XRE,4417,settled_streaming,1,1785408203
TOKEN-P2WNJEEQXRQXJBU7XV4JXQO6NE,1785408201,1785408217,ACC-KTRZJAHV67UMB4QDJHUCYPZKNM,TOKEN-LWAIBKH2CEK72BDWNYNVHTT2L4,11959,settled_streaming,1,1785408217
TOKEN-PBO7X34WT2AB4GQH4T6PFTFUAQ,1785408202,1785408206,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,68970,settled_streaming,1,1785408206
TOKEN-LHXNALVRB6UCLBKTKN46IWFFRY,1785408203,1785408261,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-KV2GYDJCNXTOGEH3DSP6ER2PBM,1031,settled_streaming,1,1785408261
TOKEN-E5NISR4YT32P4VXODSUQAH6VPU,1785408207,1785408212,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,75339,settled_streaming,1,1785408212
TOKEN-UJU2DAQCOA7YRJDMAE5GLVP2CE,1785408208,1785408215,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,71527,settled_streaming,1,1785408215
TOKEN-LUCCRRSF4HQ2SFW3XARKXQX6GI,1785408212,1785408217,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,68222,settled_streaming,1,1785408217
